datetime,date,time,station,pressure,temp,precip,wind_northward,wind_eastward,O3,NO2,PM25
2021-04-15 12:00:00,2021-04-15 00:00:00,12:00:00.000000,32,925.161376953125,296.1528015136719,13.083200454711914,-1.2653000354766846,1.332800030708313,56.78030014038086,9.949799537658691,29.47089958190918
2021-04-15 13:00:00,2021-04-15 00:00:00,13:00:00.000000,32,924.7335815429688,297.2226867675781,0.8894000053405762,-1.1755000352859497,1.73580002784729,48.06760025024414,9.338199615478516,35.72840118408203
2021-04-15 14:00:00,2021-04-15 00:00:00,14:00:00.000000,32,924.3364868164062,299.0918884277344,0.004100000020116568,-1.0879000425338745,1.9915000200271606,47.331199645996094,15.37030029296875,35.95289993286133
2021-04-15 15:00:00,2021-04-15 00:00:00,15:00:00.000000,32,924.1284790039062,301.4657897949219,0.00139999995008111,-2.578900098800659,2.39739990234375,48.342498779296875,12.73740005493164,35.763301849365234
2021-04-15 16:00:00,2021-04-15 00:00:00,16:00:00.000000,32,923.7119140625,303.74700927734375,0.0,-3.8952999114990234,2.1468000411987305,62.33449935913086,12.204099655151367,35.57809829711914
2021-04-15 17:00:00,2021-04-15 00:00:00,17:00:00.000000,32,923.2409057617188,305.2474060058594,0.0,-4.426199913024902,1.8316999673843384,69.22969818115234,9.029600143432617,35.42539978027344
2021-04-15 18:00:00,2021-04-15 00:00:00,18:00:00.000000,32,922.1754760742188,306.34320068359375,0.00039999998989515007,-4.593599796295166,1.232100009918213,76.47360229492188,8.741600036621094,35.172000885009766
2021-04-15 19:00:00,2021-04-15 00:00:00,19:00:00.000000,32,920.8897705078125,307.285400390625,0.0,-4.721499919891357,0.7228999733924866,81.42120361328125,8.956000328063965,36.42179870605469
2021-04-15 20:00:00,2021-04-15 00:00:00,20:00:00.000000,32,919.8167724609375,307.8370056152344,0.0,-4.846399784088135,0.4505999982357025,82.6001968383789,8.49899959564209,37.153099060058594
2021-04-15 21:00:00,2021-04-15 00:00:00,21:00:00.000000,32,919.0717163085938,307.8758850097656,0.0,-4.94980001449585,0.4059000015258789,83.12470245361328,9.035799980163574,37.5276985168457
2021-04-15 22:00:00,2021-04-15 00:00:00,22:00:00.000000,32,918.3386840820312,307.5827941894531,0.0,-4.776500225067139,0.5669999718666077,82.04010009765625,9.375499725341797,37.5182991027832
2021-04-15 23:00:00,2021-04-15 00:00:00,23:00:00.000000,32,918.08837890625,306.8241882324219,0.0,-4.036399841308594,0.822700023651123,78.60070037841797,11.160799980163574,37.91109848022461
2021-04-16 00:00:00,2021-04-16 00:00:00,00:00:00.000000,32,917.836181640625,304.3559875488281,0.0,-2.2288999557495117,0.4487000107765198,74.9448013305664,7.803500175476074,39.778900146484375
2021-04-16 01:00:00,2021-04-16 00:00:00,01:00:00.000000,32,918.1798095703125,302.7929992675781,0.0,-2.301100015640259,0.4383000135421753,85.80799865722656,12.93120002746582,37.75410079956055
2021-04-16 02:00:00,2021-04-16 00:00:00,02:00:00.000000,32,918.4362182617188,301.25970458984375,0.0,-2.250200033187866,0.6262000203132629,74.2583999633789,10.72249984741211,41.18519973754883
2021-04-16 03:00:00,2021-04-16 00:00:00,03:00:00.000000,32,918.5487060546875,299.6346130371094,0.0,-2.248199939727783,0.9725000262260437,70.19519805908203,10.777299880981445,37.36909866333008
2021-04-16 04:00:00,2021-04-16 00:00:00,04:00:00.000000,32,918.9392700195312,298.3280029296875,0.0,-1.9747999906539917,1.1168999671936035,64.8947982788086,10.008299827575684,34.85929870605469
2021-04-16 05:00:00,2021-04-16 00:00:00,05:00:00.000000,32,918.7139892578125,297.197509765625,0.0,-1.635699987411499,1.1151000261306763,65.3656997680664,12.259499549865723,30.488300323486328
2021-04-16 06:00:00,2021-04-16 00:00:00,06:00:00.000000,32,918.7061767578125,296.2210998535156,0.0,-1.2467999458312988,0.8931000232696533,49.54389953613281,12.670000076293945,31.006000518798828
2021-04-16 07:00:00,2021-04-16 00:00:00,07:00:00.000000,32,918.5977172851562,295.60888671875,0.0,-0.8346999883651733,0.4025000035762787,41.02370071411133,21.061199188232422,29.402099609375
